pickup_zone,dropoff_zone,pickup_date,passenger_count,trip_distance,total_amount,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_datetime
Longwood,Mott Haven/Port Morris,2023-01-03,1.0,1.42,12.2,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Richmond Hill,2023-01-03,1.0,2.15,21.36,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,1.05,11.28,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,1.42,10.8,40.798,-73.937,0.0,0.0,2023-01-03
Central Park,Clinton West,2023-01-03,1.0,4.02,30.54,40.7812,-73.9665,0.0,0.0,2023-01-03
Forest Hills,Maspeth,2023-01-03,2.0,3.74,20.6,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,2.0,0.77,9.4,0.0,0.0,0.0,0.0,2023-01-03
Queensbridge/Ravenswood,Queensbridge/Ravenswood,2023-01-03,1.0,2.28,26.1,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,2.0,1.42,12.12,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem North,Upper West Side South,2023-01-03,2.0,2.2,18.45,40.798,-73.937,0.0,0.0,2023-01-03
Forest Hills,Flushing,2023-01-03,3.0,4.61,24.8,0.0,0.0,0.0,0.0,2023-01-03
Upper East Side North,Upper East Side South,2023-01-03,1.0,1.2,16.25,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Upper East Side North,2023-01-03,1.0,0.8,10.55,40.7812,-73.9665,0.0,0.0,2023-01-03
East Harlem South,Upper West Side South,2023-01-03,1.0,2.14,16.55,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Yorkville West,2023-01-03,1.0,2.61,27.44,40.798,-73.937,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Cobble Hill,2023-01-03,1.0,0.65,8.7,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Inwood,2023-01-03,1.0,5.06,33.2,40.798,-73.937,0.0,0.0,2023-01-03
Yorkville West,Yorkville West,2023-01-03,1.0,0.91,12.55,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Yorkville West,2023-01-03,1.0,0.99,15.19,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper East Side North,2023-01-03,1.0,2.23,20.55,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,2.0,1.71,13.6,0.0,0.0,40.798,-73.937,2023-01-03
Central Park,Washington Heights South,2023-01-03,2.0,4.84,24.8,40.7812,-73.9665,0.0,0.0,2023-01-03
East Harlem South,Long Island City/Hunters Point,2023-01-03,1.0,5.15,40.62,0.0,0.0,0.0,0.0,2023-01-03
DUMBO/Vinegar Hill,Little Italy/NoLiTa,2023-01-03,1.0,2.65,19.85,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Morningside Heights,2023-01-03,1.0,1.98,16.4,40.798,-73.937,40.81,-73.96,2023-01-03
Morningside Heights,Yorkville West,2023-01-03,2.0,2.6,19.25,40.81,-73.96,0.0,0.0,2023-01-03
Central Harlem,West Concourse,2023-01-03,1.0,2.87,16.4,40.8116,-73.9465,0.0,0.0,2023-01-03
East Harlem South,Lenox Hill West,2023-01-03,6.0,1.96,24.15,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Central Harlem North,2023-01-03,2.0,2.1,15.0,40.798,-73.937,0.0,0.0,2023-01-03
Central Harlem,East Harlem South,2023-01-03,1.0,1.7,16.0,40.8116,-73.9465,0.0,0.0,2023-01-03
East Harlem North,West Concourse,2023-01-03,2.0,2.4,19.9,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,Sutton Place/Turtle Bay North,2023-01-03,1.0,2.93,42.31,0.0,0.0,0.0,0.0,2023-01-03
Brighton Beach,Marine Park/Mill Basin,2023-01-03,1.0,3.1,22.8,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,South Ozone Park,2023-01-03,1.0,2.34,18.5,0.0,0.0,0.0,0.0,2023-01-03
Cambria Heights,Sheepshead Bay,2023-01-03,1.0,16.89,64.7,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper West Side South,2023-01-03,1.0,3.13,24.75,40.798,-73.937,0.0,0.0,2023-01-03
Woodside,Maspeth,2023-01-03,1.0,0.87,9.4,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper West Side South,2023-01-03,1.0,3.02,27.75,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,Central Harlem North,2023-01-03,1.0,2.09,14.3,0.0,0.0,0.0,0.0,2023-01-03
Fort Greene,Crown Heights South,2023-01-03,1.0,3.2,22.2,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Manhattan Valley,2023-01-03,1.0,2.15,15.7,40.798,-73.937,0.0,0.0,2023-01-03
Forest Hills,Kew Gardens Hills,2023-01-03,1.0,1.58,15.3,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.24,10.1,0.0,0.0,40.798,-73.937,2023-01-03
Sunnyside,Forest Hills,2023-01-03,5.0,5.37,33.9,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,TriBeCa/Civic Center,2023-01-03,6.0,7.92,43.25,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Manhattanville,2023-01-03,1.0,2.01,16.4,40.798,-73.937,0.0,0.0,2023-01-03
Central Harlem,Upper West Side South,2023-01-03,1.0,2.7,21.25,40.8116,-73.9465,0.0,0.0,2023-01-03
Kew Gardens,Richmond Hill,2023-01-03,5.0,1.84,17.1,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,Kew Gardens,2023-01-03,5.0,1.01,15.47,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Glendale,2023-01-03,1.0,1.85,21.84,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Yorkville West,2023-01-03,1.0,0.76,14.65,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Upper East Side South,2023-01-03,1.0,2.29,25.98,0.0,0.0,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Stuyvesant Heights,2023-01-03,1.0,4.2,28.7,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst/Maspeth,Sunnyside,2023-01-03,1.0,2.9,23.1,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,Forest Hills,2023-01-03,1.0,1.95,18.9,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Forest Park/Highland Park,2023-01-03,1.0,2.24,18.9,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,5.0,0.79,14.28,0.0,0.0,0.0,0.0,2023-01-03
Flatbush/Ditmas Park,Sheepshead Bay,2023-01-03,1.0,4.7,24.5,0.0,0.0,0.0,0.0,2023-01-03
Fort Greene,Boerum Hill,2023-01-03,1.0,0.87,12.6,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,1.0,1.09,16.62,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Hamilton Heights,2023-01-03,1.0,2.47,25.0,40.798,-73.937,0.0,0.0,2023-01-03
Central Park,Lenox Hill West,2023-01-03,1.0,1.8,20.85,40.7812,-73.9665,0.0,0.0,2023-01-03
East Harlem South,Lenox Hill East,2023-01-03,1.0,2.0,24.25,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Morningside Heights,2023-01-03,1.0,1.4,15.12,40.7812,-73.9665,40.81,-73.96,2023-01-03
Morningside Heights,East Harlem South,2023-01-03,2.0,1.7,15.4,40.81,-73.96,0.0,0.0,2023-01-03
East Harlem South,Upper West Side North,2023-01-03,1.0,1.1,11.9,0.0,0.0,40.787,-73.975,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,0.7,9.1,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem South,West Village,2023-01-03,1.0,7.41,42.65,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,3.0,1.5,14.28,0.0,0.0,40.798,-73.937,2023-01-03
Washington Heights South,Washington Heights South,2023-01-03,1.0,0.9,11.2,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Upper East Side North,2023-01-03,1.0,1.11,20.94,0.0,0.0,0.0,0.0,2023-01-03
Central Park,South Williamsburg,2023-01-03,1.0,9.07,53.15,40.7812,-73.9665,0.0,0.0,2023-01-03
Forest Hills,Steinway,2023-01-03,1.0,7.77,37.8,0.0,0.0,0.0,0.0,2023-01-03
Fort Greene,Crown Heights South,2023-01-03,2.0,2.46,28.56,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem North,Manhattanville,2023-01-03,1.0,1.23,15.4,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem,Upper West Side North,2023-01-03,1.0,1.71,18.2,40.8116,-73.9465,40.787,-73.975,2023-01-03
Morningside Heights,Manhattanville,2023-01-03,1.0,1.33,13.6,40.81,-73.96,0.0,0.0,2023-01-03
Central Park,Upper West Side South,2023-01-03,1.0,1.54,22.69,40.7812,-73.9665,0.0,0.0,2023-01-03
Central Park,Lincoln Square West,2023-01-03,1.0,2.65,26.51,40.7812,-73.9665,40.773,-73.984,2023-01-03
Kew Gardens,Kew Gardens,2023-01-03,1.0,0.92,15.75,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem,East Harlem South,2023-01-03,1.0,1.27,14.7,40.8116,-73.9465,0.0,0.0,2023-01-03
Central Park,Upper West Side South,2023-01-03,1.0,2.28,21.65,40.7812,-73.9665,0.0,0.0,2023-01-03
East Harlem South,Upper East Side North,2023-01-03,1.0,1.15,16.07,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Yorkville West,2023-01-03,1.0,1.02,18.85,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Upper West Side North,2023-01-03,1.0,1.19,16.8,40.7812,-73.9665,40.787,-73.975,2023-01-03
East Harlem South,East Harlem South,2023-01-03,1.0,1.3,17.5,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Hamilton Heights,2023-01-03,1.0,2.32,23.52,40.798,-73.937,0.0,0.0,2023-01-03
Kew Gardens,Kew Gardens Hills,2023-01-03,1.0,1.85,14.7,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Hamilton Heights,2023-01-03,1.0,2.41,21.4,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.34,17.2,0.0,0.0,40.798,-73.937,2023-01-03
Central Park,East Chelsea,2023-01-03,1.0,5.7,44.46,40.7812,-73.9665,0.0,0.0,2023-01-03
Bloomingdale,Central Harlem,2023-01-03,1.0,0.79,15.12,40.797,-73.97,40.8116,-73.9465,2023-01-03
Washington Heights South,Times Sq/Theatre District,2023-01-03,5.0,7.28,49.5,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Morningside Heights,2023-01-03,2.0,1.0,17.5,40.798,-73.937,40.81,-73.96,2023-01-03
Morningside Heights,Washington Heights South,2023-01-03,2.0,1.85,18.48,40.81,-73.96,0.0,0.0,2023-01-03
Morningside Heights,Lincoln Square East,2023-01-03,1.0,2.16,21.55,40.81,-73.96,0.0,0.0,2023-01-03
Forest Hills,South Ozone Park,2023-01-03,1.0,3.9,30.1,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper East Side North,2023-01-03,1.0,2.38,23.85,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,Lenox Hill West,2023-01-03,1.0,2.13,20.95,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Financial District North,2023-01-03,1.0,8.5,52.0,0.0,0.0,0.0,0.0,2023-01-03
Jamaica,JFK Airport,2023-01-03,1.0,5.82,29.4,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Lincoln Square West,2023-01-03,1.0,3.45,24.77,0.0,0.0,40.773,-73.984,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.26,8.97,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem North,Upper East Side North,2023-01-03,1.0,2.06,18.27,40.798,-73.937,0.0,0.0,2023-01-03
Astoria,Astoria,2023-01-03,1.0,0.5,9.1,0.0,0.0,0.0,0.0,2023-01-03
Central Park,East Harlem North,2023-01-03,1.0,1.6,16.8,40.7812,-73.9665,40.798,-73.937,2023-01-03
East Harlem South,Morningside Heights,2023-01-03,1.0,1.77,17.5,0.0,0.0,40.81,-73.96,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,1.31,16.0,40.798,-73.937,0.0,0.0,2023-01-03
Kew Gardens,Sunnyside,2023-01-03,1.0,8.91,40.6,0.0,0.0,0.0,0.0,2023-01-03
Astoria,Astoria,2023-01-03,1.0,0.35,8.4,0.0,0.0,0.0,0.0,2023-01-03
Astoria,Astoria,2023-01-03,1.0,1.35,14.7,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Central Harlem,2023-01-03,1.0,1.36,14.0,40.7812,-73.9665,40.8116,-73.9465,2023-01-03
Boerum Hill,Park Slope,2023-01-03,3.0,2.05,21.0,0.0,0.0,0.0,0.0,2023-01-03
Cobble Hill,Carroll Gardens,2023-01-03,3.0,1.0,12.6,0.0,0.0,0.0,0.0,2023-01-03
Morningside Heights,Upper West Side North,2023-01-03,1.0,1.2,18.4,40.81,-73.96,40.787,-73.975,2023-01-03
Forest Hills,Briarwood/Jamaica Hills,2023-01-03,1.0,1.5,19.3,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem North,Lincoln Square East,2023-01-03,1.0,4.32,32.18,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem South,2023-01-03,1.0,0.48,8.4,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem South,2023-01-03,1.0,0.47,13.3,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Midtown Center,2023-01-03,1.0,2.85,38.58,0.0,0.0,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Clinton Hill,2023-01-03,1.0,1.4,18.45,0.0,0.0,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Park Slope,2023-01-03,1.0,2.0,16.1,0.0,0.0,0.0,0.0,2023-01-03
Hamilton Heights,Morningside Heights,2023-01-03,1.0,1.22,14.7,0.0,0.0,40.81,-73.96,2023-01-03
Forest Hills,Hillcrest/Pomonok,2023-01-03,1.0,2.45,20.6,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem,Washington Heights South,2023-01-03,1.0,3.46,28.2,40.8116,-73.9465,0.0,0.0,2023-01-03
Washington Heights South,Upper East Side North,2023-01-03,1.0,6.29,40.0,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Morningside Heights,2023-01-03,1.0,1.75,21.0,40.798,-73.937,40.81,-73.96,2023-01-03
Central Park,Sutton Place/Turtle Bay North,2023-01-03,1.0,2.75,37.25,40.7812,-73.9665,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,1.0,1.07,14.7,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,South Ozone Park,2023-01-03,1.0,4.36,32.2,0.0,0.0,0.0,0.0,2023-01-03
Boerum Hill,Sunset Park West,2023-01-03,1.0,2.4,21.7,0.0,0.0,0.0,0.0,2023-01-03
East New York,East New York,2023-01-03,1.0,3.6,24.5,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem,Clinton East,2023-01-03,1.0,6.5,37.75,40.8116,-73.9465,0.0,0.0,2023-01-03
Morningside Heights,Morningside Heights,2023-01-03,1.0,6.5,7.0,40.81,-73.96,40.81,-73.96,2023-01-03
Elmhurst,Astoria,2023-01-03,1.0,2.69,18.9,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,LaGuardia Airport,2023-01-03,1.0,3.87,32.04,0.0,0.0,0.0,0.0,2023-01-03
Soundview/Bruckner,Soundview/Castle Hill,2023-01-03,1.0,0.7,9.8,0.0,0.0,0.0,0.0,2023-01-03
Soundview/Bruckner,Parkchester,2023-01-03,1.0,0.1,7.0,0.0,0.0,0.0,0.0,2023-01-03
Astoria,JFK Airport,2023-01-03,1.0,14.16,86.52,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,Elmhurst,2023-01-03,1.0,0.8,17.5,0.0,0.0,0.0,0.0,2023-01-03
Jamaica,Richmond Hill,2023-01-03,1.0,2.06,18.2,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,Jackson Heights,2023-01-03,3.0,1.43,17.5,0.0,0.0,0.0,0.0,2023-01-03
Fort Greene,Bedford,2023-01-03,1.0,1.64,18.88,0.0,0.0,0.0,0.0,2023-01-03
Sunset Park East,Park Slope,2023-01-03,2.0,3.71,41.4,0.0,0.0,0.0,0.0,2023-01-03
Boerum Hill,Prospect Park,2023-01-03,1.0,2.63,23.8,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,0.9,8.5,40.798,-73.937,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,1.0,0.96,13.3,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Melrose South,2023-01-03,1.0,2.06,22.4,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,Upper West Side North,2023-01-03,1.0,3.08,35.81,40.798,-73.937,40.787,-73.975,2023-01-03
East Harlem North,Morningside Heights,2023-01-03,2.0,1.8,16.1,40.798,-73.937,40.81,-73.96,2023-01-03
East Harlem South,Morningside Heights,2023-01-03,1.0,1.4,15.12,0.0,0.0,40.81,-73.96,2023-01-03
Rego Park,Jackson Heights,2023-01-03,2.0,1.98,26.04,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Midtown Center,2023-01-03,1.0,2.61,25.15,40.7812,-73.9665,0.0,0.0,2023-01-03
Central Harlem,East Harlem South,2023-01-03,1.0,1.18,14.7,40.8116,-73.9465,0.0,0.0,2023-01-03
Forest Hills,Corona,2023-01-03,2.0,1.99,20.3,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper East Side North,2023-01-03,1.0,2.08,21.55,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,Central Harlem North,2023-01-03,1.0,1.78,17.64,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,1.67,19.11,40.798,-73.937,0.0,0.0,2023-01-03
Morningside Heights,Washington Heights South,2023-01-03,1.0,2.43,17.5,40.81,-73.96,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,1.0,1.22,16.8,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Forest Hills,2023-01-03,3.0,1.34,18.48,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,Jackson Heights,2023-01-03,5.0,1.04,14.0,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Morningside Heights,2023-01-03,2.0,2.03,18.2,0.0,0.0,40.81,-73.96,2023-01-03
East Harlem South,UN/Turtle Bay South,2023-01-03,1.0,3.25,24.05,0.0,0.0,0.0,0.0,2023-01-03
Cobble Hill,Carroll Gardens,2023-01-03,1.0,1.15,14.28,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem,Central Harlem,2023-01-03,1.0,1.21,18.38,40.8116,-73.9465,40.8116,-73.9465,2023-01-03
East Harlem North,Upper East Side South,2023-01-03,1.0,2.58,29.05,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,1.42,14.0,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem North,Upper West Side North,2023-01-03,2.0,2.43,24.4,40.798,-73.937,40.787,-73.975,2023-01-03
Woodside,Maspeth,2023-01-03,1.0,1.47,16.8,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.41,17.5,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.36,15.12,0.0,0.0,40.798,-73.937,2023-01-03
Woodside,Elmhurst,2023-01-03,1.0,1.82,16.8,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Yorkville West,2023-01-03,1.0,2.17,24.9,40.798,-73.937,0.0,0.0,2023-01-03
Jackson Heights,Jackson Heights,2023-01-03,1.0,0.47,9.1,0.0,0.0,0.0,0.0,2023-01-03
Washington Heights South,Williamsburg (North Side),2023-01-03,1.0,14.73,95.87,0.0,0.0,0.0,0.0,2023-01-03
Astoria,Astoria,2023-01-03,1.0,1.18,17.7,0.0,0.0,0.0,0.0,2023-01-03
Sheepshead Bay,Marine Park/Mill Basin,2023-01-03,1.0,3.9,22.4,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,South Ozone Park,2023-01-03,1.0,3.09,21.0,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,Richmond Hill,2023-01-03,1.0,1.75,16.8,0.0,0.0,0.0,0.0,2023-01-03
Sheepshead Bay,Sheepshead Bay,2023-01-03,1.0,0.74,11.76,0.0,0.0,0.0,0.0,2023-01-03
Manhattan Beach,Rockaway Park,2023-01-03,1.0,8.61,45.33,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Upper East Side North,2023-01-03,1.0,0.94,16.65,0.0,0.0,0.0,0.0,2023-01-03
Rego Park,Corona,2023-01-03,1.0,1.33,14.0,0.0,0.0,0.0,0.0,2023-01-03
Washington Heights South,Upper East Side South,2023-01-03,1.0,8.7,50.3,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,Kew Gardens,2023-01-03,1.0,0.72,11.2,0.0,0.0,0.0,0.0,2023-01-03
Kew Gardens,South Ozone Park,2023-01-03,1.0,3.28,21.7,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Hamilton Heights,2023-01-03,1.0,2.03,19.25,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,Upper West Side North,2023-01-03,1.0,1.62,14.7,0.0,0.0,40.787,-73.975,2023-01-03
East Harlem South,Central Park,2023-01-03,1.0,0.7,15.24,0.0,0.0,40.7812,-73.9665,2023-01-03
Central Park,Lenox Hill West,2023-01-03,1.0,1.97,23.05,40.7812,-73.9665,0.0,0.0,2023-01-03
Forest Hills,Corona,2023-01-03,5.0,2.13,17.5,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Upper East Side South,2023-01-03,6.0,1.79,22.62,40.7812,-73.9665,0.0,0.0,2023-01-03
Central Park,Clinton East,2023-01-03,6.0,3.18,30.18,40.7812,-73.9665,0.0,0.0,2023-01-03
East Harlem North,Bloomingdale,2023-01-03,1.0,2.09,23.0,40.798,-73.937,40.797,-73.97,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.48,15.12,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem South,Central Harlem North,2023-01-03,1.0,2.03,15.4,0.0,0.0,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Stuyvesant Heights,2023-01-03,1.0,3.95,30.8,0.0,0.0,0.0,0.0,2023-01-03
Jackson Heights,Flushing,2023-01-03,2.0,3.57,36.4,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst/Maspeth,Jackson Heights,2023-01-03,1.0,1.43,22.8,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Lincoln Square East,2023-01-03,1.0,3.42,31.35,40.798,-73.937,0.0,0.0,2023-01-03
Elmhurst,South Jamaica,2023-01-03,1.0,6.38,37.7,0.0,0.0,0.0,0.0,2023-01-03
Williamsburg (North Side),JFK Airport,2023-01-03,1.0,12.62,60.9,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Kew Gardens,2023-01-03,1.0,1.34,18.6,0.0,0.0,0.0,0.0,2023-01-03
Forest Hills,Kew Gardens,2023-01-03,5.0,1.14,16.7,0.0,0.0,0.0,0.0,2023-01-03
Flushing,College Point,2023-01-03,1.0,1.67,21.0,0.0,0.0,0.0,0.0,2023-01-03
Fort Greene,Prospect Heights,2023-01-03,1.0,1.55,21.84,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Central Harlem North,2023-01-03,1.0,1.68,18.48,40.798,-73.937,0.0,0.0,2023-01-03
Central Park,East Harlem North,2023-01-03,1.0,1.6,17.0,40.7812,-73.9665,40.798,-73.937,2023-01-03
East Harlem South,Upper West Side North,2023-01-03,1.0,1.0,14.25,0.0,0.0,40.787,-73.975,2023-01-03
East Harlem South,Lenox Hill West,2023-01-03,1.0,2.2,25.25,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.4,14.49,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem South,Upper East Side North,2023-01-03,1.0,0.86,16.74,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,East Harlem South,2023-01-03,1.0,0.84,14.28,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst,Elmhurst,2023-01-03,1.0,1.21,11.2,0.0,0.0,0.0,0.0,2023-01-03
Morningside Heights,Upper West Side North,2023-01-03,3.0,1.07,13.4,40.81,-73.96,40.787,-73.975,2023-01-03
Bloomingdale,Bloomingdale,2023-01-03,3.0,0.86,15.6,40.797,-73.97,40.797,-73.97,2023-01-03
Morningside Heights,East Harlem South,2023-01-03,3.0,1.39,15.4,40.81,-73.96,0.0,0.0,2023-01-03
Washington Heights South,Outside of NYC,2023-01-03,2.0,6.1,44.55,0.0,0.0,0.0,0.0,2023-01-03
Downtown Brooklyn/MetroTech,Fort Greene,2023-01-03,2.0,1.26,14.0,0.0,0.0,0.0,0.0,2023-01-03
Morningside Heights,Lincoln Square West,2023-01-03,1.0,1.96,22.35,40.81,-73.96,40.773,-73.984,2023-01-03
Central Park,Lenox Hill East,2023-01-03,1.0,2.85,27.31,40.7812,-73.9665,0.0,0.0,2023-01-03
Kew Gardens,South Ozone Park,2023-01-03,1.0,3.22,27.3,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,East Harlem South,2023-01-03,1.0,0.82,13.0,40.798,-73.937,0.0,0.0,2023-01-03
East Harlem South,Midtown North,2023-01-03,1.0,2.68,35.43,0.0,0.0,0.0,0.0,2023-01-03
Central Park,Lincoln Square West,2023-01-03,1.0,2.73,27.85,40.7812,-73.9665,40.773,-73.984,2023-01-03
Central Park,Upper West Side North,2023-01-03,1.0,1.31,16.8,40.7812,-73.9665,40.787,-73.975,2023-01-03
East Harlem South,East Harlem North,2023-01-03,1.0,1.2,15.95,0.0,0.0,40.798,-73.937,2023-01-03
East Harlem South,Yorkville West,2023-01-03,2.0,1.1,16.05,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Lenox Hill East,2023-01-03,1.0,2.6,24.65,0.0,0.0,0.0,0.0,2023-01-03
Central Harlem North,Central Harlem North,2023-01-03,1.0,1.37,12.6,0.0,0.0,0.0,0.0,2023-01-03
Coney Island,Sheepshead Bay,2023-01-03,1.0,1.99,16.1,0.0,0.0,0.0,0.0,2023-01-03
Sunnyside,Old Astoria,2023-01-03,1.0,1.99,18.9,0.0,0.0,0.0,0.0,2023-01-03
Elmhurst/Maspeth,Flushing,2023-01-03,1.0,7.5,37.1,0.0,0.0,0.0,0.0,2023-01-03
East Harlem South,Central Harlem North,2023-01-03,1.0,1.92,19.0,0.0,0.0,0.0,0.0,2023-01-03
Woodside,Jackson Heights,2023-01-03,2.0,0.96,14.7,0.0,0.0,0.0,0.0,2023-01-03
East Harlem North,Upper East Side North,2023-01-03,2.0,1.62,18.85,40.798,-73.937,0.0,0.0,2023-01-03
Forest Hills,Kew Gardens,2023-01-03,1.0,1.2,17.29,0.0,0.0,0.0,0.0,2023-01-03
Washington Heights South,Clinton East,2023-01-03,1.0,6.86,47.82,0.0,0.0,0.0,0.0,2023-01-03
